Presidential_Candidate,Message,Created_Time,Type,Link,story,Likes_Count,Comments_Count,Shares_Count,Engagement
Nana Addo Dankwa Akufo-Addo,NA,2017-05-25T09:07:34+0000,link,http://presidency.gov.gh/index.php/2017/05/25/ghana-sierra-leone-agree-to-ratify-agreement-for-co-operation/,Nana Addo Dankwa Akufo-Addo shared a link.,2745,27,95,2867
Nana Addo Dankwa Akufo-Addo,"I commenced the third phase of my working visits to the countries of  the ECOWAS region with a day's visit to Sierra Leone, on Wednesday, May 24, 2017.

In my discussions with President Ernest Bai Koroma, we resolved to ratify the agreement for co-operation between our two countries, so as to provide the legal framework for addressing our trade and investment concerns.

I, later in the day, also interacted with members of the Ghanaian community resident in Sierra Leone. I reiterated my commitment towards fulfilling the promises I made to the Ghanaian people in the run-up to the 2016 election.",2017-05-25T00:40:49+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155351392874836.1073742408.7893934835/10155351394959836/?type=3,"Nana Addo Dankwa Akufo-Addo added 19 new photos to the album: Working visit to Freetown, Sierra Leone.",4647,91,330,5068
Nana Addo Dankwa Akufo-Addo,NA,2017-05-21T12:31:31+0000,link,http://presidency.gov.gh/index.php/2017/05/21/west-africa-reassured-of-ghanas-commitment-to-ecowas-project-president-akufo-addo/,Nana Addo Dankwa Akufo-Addo shared a link.,2914,51,91,3056
Nana Addo Dankwa Akufo-Addo,NA,2017-05-21T10:03:04+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155339526324836.1073742407.7893934835/10155339526784836/?type=3,Nana Addo Dankwa Akufo-Addo added 5 new photos to the album: Interaction with Ghanaian Community in Cape Verde.,3179,44,209,3432
Nana Addo Dankwa Akufo-Addo,"Video: Interaction with the Ghanaian Community in Conakry, Guinea",2017-05-21T06:00:00+0000,video,https://www.facebook.com/nakufoaddo/videos/10155338206439836/,NA,943,50,194,1187
Nana Addo Dankwa Akufo-Addo,Video: Arrival in Cape Verde; Joint press conference with President Fonseca,2017-05-20T18:01:34+0000,video,https://www.facebook.com/nakufoaddo/videos/10155337517344836/,NA,1253,34,235,1522
Nana Addo Dankwa Akufo-Addo,NA,2017-05-20T11:24:28+0000,link,http://presidency.gov.gh/index.php/2017/05/20/ghana-cape-verde-pledge-to-deepen-ties-of-co-operation/,Nana Addo Dankwa Akufo-Addo shared a link.,2549,45,75,2669
Nana Addo Dankwa Akufo-Addo,"I arrived in Cape Verde on Friday, May 19, at the start of a 3-day tour of that country. 

I held a meeting with the President of Cape Verde, His Excellency Jorge Fonseca, where we reached an agreement to deepen the ties of co-operation that exist between our two countries, as well as  enhance trade and business collaborations between Ghana and Cape Verde.",2017-05-20T01:12:56+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155335490474836.1073742406.7893934835/10155335492434836/?type=3,"Nana Addo Dankwa Akufo-Addo added 21 new photos to the album: Arrival in Cape Verde, Meeting with President Jorge Fonseca.",5537,112,364,6013
Nana Addo Dankwa Akufo-Addo,"Video: Remarks at the State Dinner held in my honour by His Excellency Alpha Conde, President of the Republic of Guinea",2017-05-19T17:00:00+0000,video,https://www.facebook.com/nakufoaddo/videos/10155334045124836/,NA,1349,47,231,1627
Nana Addo Dankwa Akufo-Addo,NA,2017-05-19T14:24:01+0000,link,http://presidency.gov.gh/index.php/2017/05/19/alternative-sources-of-livelihood-for-galamseyers-in-the-offing-president-akufo-addo/,Nana Addo Dankwa Akufo-Addo shared a link.,3601,48,84,3733
Nana Addo Dankwa Akufo-Addo,NA,2017-05-19T07:44:46+0000,link,http://presidency.gov.gh/index.php/2017/05/19/no-future-prosperity-for-raw-material-producing-exporting-countries-president-akufo-addo/,Nana Addo Dankwa Akufo-Addo shared a link.,2494,53,66,2613
Nana Addo Dankwa Akufo-Addo,"On Thursday, May 18, I interacted with the Ghanaian community resident in Conakry, Guinea, where I reiterated the commitment of my government towards the fulfillment of the pledges made to the Ghanaian people in the run-up to the December 2016 elections. 

In the evening of Thursday, President Alpha Conde also held a State Dinner in my honour at the presidential palace. In my remarks, I indicated that there can be no future prosperity for the countries of West Africa and its peoples, in the short, medium or long term, if we continue to maintain economic structures that are dependent on the production and export of raw materials. We must add value to these resources, we must industrialise and we must enhance agricultural productivity, if West Africa is to ensure the progress and prosperity of its peoples.",2017-05-19T01:59:29+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155332789474836.1073742405.7893934835/10155332795794836/?type=3,Nana Addo Dankwa Akufo-Addo added 21 new photos to the album: Interaction with Ghanaian Community in Guinea + State Dinner.,4070,64,210,4344
Nana Addo Dankwa Akufo-Addo,"On Wednesday, May 17, I paid a visit to Gorée Island, off the coast of Dakar, in Senegal - an Island known for its role in the Atlantic slave trade. 

Gorée Island is a unique testament to human cruelty. It is a monument that we, the peoples of Africa, should never ignore. The depopulation of our continent, its degeneration, the brazen theft of our resources - all these are captured in these harrowing memories and legacies. It means that we have to organise ourselves in such a fashion that no peoples can ever do this to us again.",2017-05-18T14:56:21+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155330893159836.1073742404.7893934835/10155330902869836/?type=3,Nana Addo Dankwa Akufo-Addo added 24 new photos to the album: Visit to Gorée Island.,2879,74,207,3160
Nana Addo Dankwa Akufo-Addo,"Video of my visit to Gorée Island, the island off the coast of Dakar, in Senegal, known for its role in the 15th- to 19th-century Atlantic slave trade.",2017-05-18T12:30:00+0000,video,https://www.facebook.com/nakufoaddo/videos/10155330350449836/,NA,1275,46,489,1810
Nana Addo Dankwa Akufo-Addo,"Video: Arrival in Conakry, Guinea, on Wednesday, May 17, at the start of my 3-day visit to that country.",2017-05-18T09:01:43+0000,video,https://www.facebook.com/nakufoaddo/videos/10155330019119836/,NA,1379,35,305,1719
Nana Addo Dankwa Akufo-Addo,"Video: Award of the Grand Croix de l'Ordre national du Lion (Grand Cross of the Order of the Lion), the highest national award of Senegal, by President Macky Sall, on Tuesday, May 16, 2017.",2017-05-17T22:12:07+0000,video,https://www.facebook.com/nakufoaddo/videos/10155328594339836/,NA,1707,78,358,2143
Nana Addo Dankwa Akufo-Addo,NA,2017-05-17T19:52:55+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155328240174836.1073742403.7893934835/10155328242624836/?type=3,Nana Addo Dankwa Akufo-Addo added 30 new photos to the album: Meeting With Ghanaian Community In Dakar — in Senegal.,4902,66,315,5283
Nana Addo Dankwa Akufo-Addo,NA,2017-05-17T17:13:22+0000,link,http://presidency.gov.gh/index.php/2017/05/17/govt-working-hard-to-turn-ghanas-fortunes-around-president-akufo-addo/,Nana Addo Dankwa Akufo-Addo shared a link.,3759,63,108,3930
Nana Addo Dankwa Akufo-Addo,NA,2017-05-17T14:21:33+0000,link,http://presidency.gov.gh/index.php/2017/05/17/ghana-to-share-experiences-in-oil-gas-revenue-management-with-senegal/,Nana Addo Dankwa Akufo-Addo shared a link.,3525,33,123,3681
Nana Addo Dankwa Akufo-Addo,"Video: Arrival in Dakar, Senegal",2017-05-17T09:25:35+0000,video,https://www.facebook.com/nakufoaddo/videos/10155326597379836/,NA,2387,43,435,2865
Nana Addo Dankwa Akufo-Addo,NA,2017-05-16T13:18:32+0000,video,https://www.facebook.com/moi.gov.gh/videos/1307769462591550/,Nana Addo Dankwa Akufo-Addo shared Ministry of Information - Ghana's live video.,575,10,0,585
Nana Addo Dankwa Akufo-Addo,NA,2017-05-16T11:34:15+0000,video,https://www.facebook.com/moi.gov.gh/videos/1307686092599887/,Nana Addo Dankwa Akufo-Addo shared Ministry of Information - Ghana's live video.,689,5,0,694
Nana Addo Dankwa Akufo-Addo,NA,2017-05-15T15:54:46+0000,video,https://www.facebook.com/moi.gov.gh/videos/1306980062670490/,Nana Addo Dankwa Akufo-Addo shared Ministry of Information - Ghana's live video.,503,8,0,511
Nana Addo Dankwa Akufo-Addo,NA,2017-05-15T15:00:00+0000,link,http://presidency.gov.gh/index.php/2017/05/15/president-akufo-addo-visits-senegal-guinea-cape-verde/,Nana Addo Dankwa Akufo-Addo shared a link.,5148,67,158,5373
Nana Addo Dankwa Akufo-Addo,"Video: Church Service at the Global Evangelical Presbyterian Church, Ho, on Sunday, May 14, 2017.",2017-05-15T13:49:21+0000,video,https://www.facebook.com/nakufoaddo/videos/10155320117989836/,NA,1119,25,178,1322
Nana Addo Dankwa Akufo-Addo,NA,2017-05-15T10:58:58+0000,video,https://www.facebook.com/moi.gov.gh/videos/1306777069357456/,Nana Addo Dankwa Akufo-Addo shared Ministry of Information - Ghana's live video.,635,8,0,643
Nana Addo Dankwa Akufo-Addo,NA,2017-05-14T21:00:00+0000,link,http://presidency.gov.gh/index.php/2017/05/15/technical-universities-key-to-industrialisation-agenda-president-akufo-addo/,Nana Addo Dankwa Akufo-Addo shared a link.,3694,29,113,3836
Nana Addo Dankwa Akufo-Addo,"I was at the Ho Technical University on Sunday, May 14, 2017, to interact with students, as part of my 2-day visit to the Volta Region. 

I reiterated the commitment of my government towards the prioritisation of technical education and the skills development of students in the country’s senior high and tertiary institutions, as it holds the key to the country’s industrial development.

All those countries in the world that used to be like us, but are now places of prosperity and development, became so because they paid a great deal of attention and committed a lot of resources to the development of their educational system, especially the development of their technical and scientific education.",2017-05-14T20:13:58+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155317914174836.1073742401.7893934835/10155317915084836/?type=3,Nana Addo Dankwa Akufo-Addo added 4 new photos to the album: Interaction with students of the Ho Technical University.,5354,109,293,5756
Nana Addo Dankwa Akufo-Addo,Video: 33rd Anniversary celebration of Mafi-Kumase Senior Technical School,2017-05-14T14:49:47+0000,video,https://www.facebook.com/nakufoaddo/videos/10155316444679836/,NA,1164,27,137,1328
Nana Addo Dankwa Akufo-Addo,NA,2017-05-13T19:45:01+0000,link,http://presidency.gov.gh/index.php/2017/05/13/govt-to-equip-technical-schools-to-churn-out-skilled-school-leavers-president-akufo-addo/,Nana Addo Dankwa Akufo-Addo shared a link.,2783,45,71,2899
Nana Addo Dankwa Akufo-Addo,"I began my 2-day tour of the Volta Region on Saturday, May 13, 2017, by attending the 33rd Anniversary celebration of Mafe-Kumase Senior High Technical School. 

I stressed, in my remarks, that the joblessness and underemployment that have blighted the lives of Ghanaian youth will be overcome when we provide laboratories and workshops and the qualified teachers that would turn out skilled school leavers.

Government, to this end, will ensure that our High Schools and their teachers are equipped to deal with the ""white heat"" of science and technology that rule today’s world.",2017-05-13T16:56:05+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155313739099836.1073742400.7893934835/10155313743574836/?type=3,Nana Addo Dankwa Akufo-Addo added 20 new photos to the album: 33rd Anniversary of Mafe-Kumase Senior High Technical School.,4900,127,295,5322
Nana Addo Dankwa Akufo-Addo,NA,2017-05-12T14:58:48+0000,link,http://presidency.gov.gh/index.php/2017/05/12/introduction-of-nominee-for-the-position-of-chief-justice-by-the-president-akufo-addo/,Nana Addo Dankwa Akufo-Addo shared a link.,5521,121,185,5827
Nana Addo Dankwa Akufo-Addo,"I have nominated for appointment, subject to consultation with the Council of State and approval of Parliament, Justice Sophia Akuffo, a Justice of the Supreme Court and a senior member of the Court, as the new Chief Justice of the Republic. 

If the constitutional processes conclude in a satisfactory manner, and I have every expectation that they will, she will be the thirteenth person to hold that important office of State.",2017-05-12T14:30:03+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155310267849836.1073742399.7893934835/10155310268099836/?type=3,Nana Addo Dankwa Akufo-Addo added 3 new photos to the album: Introduction of nominee for the position of Chief Justice.,5841,248,569,6658
Nana Addo Dankwa Akufo-Addo,Press Briefing To Introduce The New Chief Justice Of Ghana,2017-05-12T13:14:06+0000,video,https://www.facebook.com/nakufoaddo/videos/10155310000829836/,Nana Addo Dankwa Akufo-Addo was live.,3167,1357,1004,5528
Nana Addo Dankwa Akufo-Addo,NA,2017-05-10T16:56:42+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155304490449836.1073742398.7893934835/10155304490959836/?type=3,Nana Addo Dankwa Akufo-Addo added 19 new photos to the album: Official Launch of the Kumasi City Mall.,8027,127,738,8892
Nana Addo Dankwa Akufo-Addo,NA,2017-05-10T15:50:38+0000,link,http://presidency.gov.gh/index.php/2017/05/10/increase-proportion-of-ghanaian-goods-on-sale-at-malls-president-akufo-addo/,Nana Addo Dankwa Akufo-Addo shared a link.,5399,64,204,5667
Nana Addo Dankwa Akufo-Addo,"I join well-wishers all over the world in congratulating the newly elected President of the Republic of France, M. Emmanuel Macron, on his decisive victory in the presidential election run-off, held over the weekend.

I applaud the determination of M. Macron in his acceptance speech, to ""fight the divisions that undermine France"", and effect the change the French people voted for.   

I also congratulate outgoing French President, M. François Hollande, for his dedicated service to the French people. His efforts in helping to deepen the relations between France and Ghana, and the rest of Africa, are deeply appreciated and will not be forgotten.

It is my hope that M. Macron would continue in the stead of past leaders of the great French nation in strengthening the ties between France and Ghana, and the entire African continent.",2017-05-10T10:09:23+0000,status,NA,NA,1501,56,76,1633
Nana Addo Dankwa Akufo-Addo,NA,2017-05-08T13:42:30+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10150633519809836.408663.7893934835/10155297911894836/?type=3,Nana Addo Dankwa Akufo-Addo updated their cover photo.,2686,95,160,2941
Nana Addo Dankwa Akufo-Addo,Video: Interaction with the Ghanaian community resident in Côte d'Ivoire,2017-05-08T06:00:00+0000,video,https://www.facebook.com/nakufoaddo/videos/10155295070579836/,NA,1550,54,290,1894
Nana Addo Dankwa Akufo-Addo,"Video: Receipt of Côte d'Ivoire's Highest National Award, La Grande Croix dans l’ordre  National Ivorien (The Order of the Grand Ivorian Cross)",2017-05-07T19:00:00+0000,video,https://www.facebook.com/nakufoaddo/videos/10155295007134836/,NA,1232,33,229,1494
Nana Addo Dankwa Akufo-Addo,NA,2017-05-07T13:00:00+0000,link,http://presidency.gov.gh/index.php/2017/05/07/no-room-for-sada-scandals-in-my-govt-president-akufo-addo/,Nana Addo Dankwa Akufo-Addo shared a link.,5950,110,224,6284
Nana Addo Dankwa Akufo-Addo,NA,2017-05-07T12:52:54+0000,photo,https://www.facebook.com/nakufoaddo/photos/a.10155294611064836.1073742396.7893934835/10155294611989836/?type=3,Nana Addo Dankwa Akufo-Addo added 16 new photos to the album: Meeting with the Ghanaian Community in Cote d'Ivoire.,4272,66,312,4650
Nana Addo Dankwa Akufo-Addo,Video: Arrival in Cote d'Ivoire + Joint press conference with President Alassane Ouattara,2017-05-07T06:00:00+0000,video,https://www.facebook.com/nakufoaddo/videos/10155292336514836/,NA,2619,103,732,3454
Nana Addo Dankwa Akufo-Addo,NA,2017-05-06T14:20:00+0000,link,http://presidency.gov.gh/index.php/2017/05/06/ghana-cote-divoire-to-sign-agreement-for-strategic-partnership/,Nana Addo Dankwa Akufo-Addo shared a link.,5340,60,263,5663
